"UTCDateTime","Temperature"
2015-06-02 15:24:59,27.5156
2015-06-02 15:29:59,27.5622
2015-06-02 15:34:59,27.577
2015-06-02 15:39:59,27.5802
2015-06-02 15:44:59,27.599
2015-06-02 15:49:59,27.588
2015-06-02 15:54:59,27.5751
2015-06-02 15:59:59,27.5735
2015-06-02 16:04:59,27.572
2015-06-02 16:09:59,27.5613
2015-06-02 16:14:59,27.5853
2015-06-02 16:19:59,27.5406
2015-06-02 16:24:59,27.5312
2015-06-02 16:29:59,27.5383
2015-06-02 16:34:59,27.5319
2015-06-02 16:39:59,27.5399
2015-06-02 16:44:59,27.5396
2015-06-02 16:49:59,27.5772
2015-06-02 16:54:59,27.5652
2015-06-02 16:59:59,27.5697
2015-06-02 17:04:59,27.5648
2015-06-02 17:09:59,27.5857
2015-06-02 17:14:59,27.5892
2015-06-02 17:19:59,27.5983
2015-06-02 17:24:59,27.6147
2015-06-02 17:29:59,27.6479
2015-06-02 17:34:59,27.6474
2015-06-02 17:39:59,27.6588
2015-06-02 17:44:59,27.6739
2015-06-02 17:49:59,27.6997
2015-06-02 17:54:59,27.6991
2015-06-02 17:59:59,27.7008
2015-06-02 18:04:59,27.704
2015-06-02 18:09:59,27.7166
2015-06-02 18:14:59,27.7104
2015-06-02 18:19:59,27.736
2015-06-02 18:24:59,27.7396
2015-06-02 18:29:59,27.7221
2015-06-02 18:34:59,27.7428
2015-06-02 18:39:59,27.7296
2015-06-02 18:44:59,27.7225
2015-06-02 18:49:59,27.7196
2015-06-02 18:54:59,27.7016
2015-06-02 18:59:59,27.7118
2015-06-02 19:04:59,27.7062
2015-06-02 19:09:59,27.7091
2015-06-02 19:14:59,27.7244
2015-06-02 19:19:59,27.7202
2015-06-02 19:24:59,27.7186
2015-06-02 19:29:59,27.7169
2015-06-02 19:34:59,27.7312
2015-06-02 19:39:59,27.7608
2015-06-02 19:44:59,27.7501
2015-06-02 19:49:59,27.7564
2015-06-02 19:54:59,27.7557
2015-06-02 19:59:59,27.756
2015-06-02 20:04:59,27.7771
2015-06-02 20:09:59,27.7651
2015-06-02 20:14:59,27.7752
2015-06-02 20:19:59,27.7908
2015-06-02 20:24:59,27.7965
2015-06-02 20:29:59,27.7964
2015-06-02 20:34:59,27.7789
2015-06-02 20:39:59,27.7882
2015-06-02 20:44:59,27.7988
2015-06-02 20:49:59,27.8048
2015-06-02 20:54:59,27.802
2015-06-02 20:59:59,27.7997
2015-06-02 21:04:59,27.7973
2015-06-02 21:09:59,27.7953
2015-06-02 21:14:59,27.7855
2015-06-02 21:19:59,27.7847
2015-06-02 21:24:59,27.783
2015-06-02 21:29:59,27.7803
2015-06-02 21:34:59,27.7775
2015-06-02 21:39:59,27.7815
2015-06-02 21:44:59,27.7818
2015-06-02 21:49:59,27.7899
2015-06-02 21:54:59,27.7921
2015-06-02 21:59:59,27.7949
2015-06-02 22:04:59,27.8029
2015-06-02 22:09:59,27.8025
2015-06-02 22:14:59,27.8084
2015-06-02 22:19:59,27.8098
2015-06-02 22:24:59,27.8101
2015-06-02 22:29:59,27.8141
2015-06-02 22:34:59,27.8226
2015-06-02 22:39:59,27.8253
2015-06-02 22:44:59,27.8242
2015-06-02 22:49:59,27.8218
2015-06-02 22:54:59,27.8349
2015-06-02 22:59:59,27.8464
2015-06-02 23:04:59,27.8473
2015-06-02 23:09:59,27.8502
2015-06-02 23:14:59,27.8469
2015-06-02 23:19:59,27.8538
2015-06-02 23:24:59,27.8536
2015-06-02 23:29:59,27.8556
2015-06-02 23:34:59,27.8536
2015-06-02 23:39:59,27.849
2015-06-02 23:44:59,27.8416
2015-06-02 23:49:59,27.8411
2015-06-02 23:54:59,27.8355
2015-06-02 23:59:59,27.8321
2015-06-03 00:04:59,27.8297
2015-06-03 00:09:59,27.8281
2015-06-03 00:14:59,27.8293
2015-06-03 00:19:59,27.8298
2015-06-03 00:24:59,27.8302
2015-06-03 00:29:59,27.8313
2015-06-03 00:34:59,27.8342
2015-06-03 00:39:59,27.832
2015-06-03 00:44:59,27.8294
2015-06-03 00:49:59,27.8259
2015-06-03 00:54:59,27.8189
2015-06-03 00:59:59,27.8177
2015-06-03 01:04:59,27.8198
2015-06-03 01:09:59,27.8218
2015-06-03 01:14:59,27.8214
2015-06-03 01:19:59,27.8219
2015-06-03 01:24:59,27.8227
2015-06-03 01:29:59,27.8237
2015-06-03 01:34:59,27.828
2015-06-03 01:39:59,27.8287
2015-06-03 01:44:59,27.8259
2015-06-03 01:49:59,27.8254
