Date,Time,PAR (raw),Datetime (CDT),PAR (calc),,Serial #:,5953
10/5/22,13:39:22,9642,10/5/2022 8:39:22,78.27873025,,,
10/5/22,13:39:23,9780,10/5/2022 8:39:23,87.36653676,,,
10/5/22,13:39:24,9704,10/5/2022 8:39:24,82.23843041,,,
10/5/22,13:39:25,9709,10/5/2022 8:39:25,82.56635691,,,
10/5/22,13:39:27,9712,10/5/2022 8:39:27,82.76374013,,,
10/5/22,13:39:28,9761,10/5/2022 8:39:28,86.05528427,,,
10/5/22,13:54:19,9964,10/5/2022 8:54:19,101.1455821,,,
10/5/22,13:54:20,9944,10/5/2022 8:54:20,99.5482613,,,
10/5/22,13:54:21,9893,10/5/2022 8:54:21,95.58834008,,,
10/5/22,13:54:22,9951,10/5/2022 8:54:22,100.1044336,,,
10/5/22,13:54:23,9947,10/5/2022 8:54:23,99.78624148,,,
10/5/22,13:54:24,9949,10/5/2022 8:54:24,99.94521091,,,
10/5/22,13:54:25,9924,10/5/2022 8:54:25,97.9761659,,,
10/5/22,13:54:26,9990,10/5/2022 8:54:26,103.2604774,,,
10/5/22,13:54:28,9964,10/5/2022 8:54:28,101.1455821,,,
10/5/22,13:54:29,10017,10/5/2022 8:54:29,105.5035325,,,
10/5/22,14:09:20,10213,10/5/2022 9:09:20,123.3152369,,,
10/5/22,14:09:21,10184,10/5/2022 9:09:21,120.5015256,,,
10/5/22,14:09:22,10292,10/5/2022 9:09:22,131.3179321,,,
10/5/22,14:09:23,10103,10/5/2022 9:09:23,112.9780119,,,
10/5/22,14:09:24,10260,10/5/2022 9:09:24,128.0155873,,,
10/5/22,14:09:25,10122,10/5/2022 9:09:25,114.6994948,,,
10/5/22,14:09:26,10220,10/5/2022 9:09:26,124.0041944,,,
10/5/22,14:09:27,10207,10/5/2022 9:09:27,122.7277494,,,
10/5/22,14:09:29,10108,10/5/2022 9:09:29,113.4285127,,,
10/5/22,14:09:30,10195,10/5/2022 9:09:30,121.5611575,,,
10/5/22,14:24:21,10373,10/5/2022 9:24:21,140.0627511,,,
10/5/22,14:24:22,10313,10/5/2022 9:24:22,133.5312566,,,
10/5/22,14:24:23,10374,10/5/2022 9:24:23,140.1742737,,,
10/5/22,14:24:24,10369,10/5/2022 9:24:24,139.6175474,,,
10/5/22,14:24:25,10363,10/5/2022 9:24:25,138.9523938,,,
10/5/22,14:24:26,10362,10/5/2022 9:24:26,138.8418434,,,
10/5/22,14:24:27,10409,10/5/2022 9:24:27,144.1340143,,,
10/5/22,14:24:28,10385,10/5/2022 9:24:28,141.4068981,,,
10/5/22,14:24:30,10416,10/5/2022 9:24:30,144.9392855,,,
10/5/22,14:24:31,10441,10/5/2022 9:24:31,147.8521569,,,
10/5/22,14:39:22,10562,10/5/2022 9:39:22,162.7993849,,,
10/5/22,14:39:23,10579,10/5/2022 9:39:23,165.0171236,,,
10/5/22,14:39:24,10651,10/5/2022 9:39:24,174.749794,,,
10/5/22,14:39:25,10581,10/5/2022 9:39:25,165.2800123,,,
10/5/22,14:39:26,10608,10/5/2022 9:39:26,168.8702744,,,
10/5/22,14:39:27,10582,10/5/2022 9:39:27,165.4116137,,,
10/5/22,14:39:28,10510,10/5/2022 9:39:28,156.1990322,,,
10/5/22,14:39:29,10579,10/5/2022 9:39:29,165.0171236,,,
10/5/22,14:39:31,10621,10/5/2022 9:39:31,170.6266304,,,
10/5/22,14:39:32,10590,10/5/2022 9:39:32,166.468204,,,
10/5/22,14:54:23,10697,10/5/2022 9:54:23,181.2663216,,,
10/5/22,14:54:24,10856,10/5/2022 9:54:24,205.720405,,,
10/5/22,14:54:25,10715,10/5/2022 9:54:25,183.881923,,,
10/5/22,14:54:26,10639,10/5/2022 9:54:26,173.0887052,,,
10/5/22,14:54:27,10785,10/5/2022 9:54:27,194.4175083,,,
10/5/22,14:54:28,10780,10/5/2022 9:54:28,193.6453457,,,
10/5/22,14:54:29,10744,10/5/2022 9:54:29,188.1755669,,,
10/5/22,14:54:30,10807,10/5/2022 9:54:30,197.851768,,,
10/5/22,14:54:32,10737,10/5/2022 9:54:32,187.1300784,,,
10/5/22,14:54:33,10753,10/5/2022 9:54:33,189.5283539,,,
10/5/22,15:09:24,10830,10/5/2022 10:09:24,201.5070106,,,
10/5/22,15:09:25,10919,10/5/2022 10:09:25,216.2987816,,,
10/5/22,15:09:26,10838,10/5/2022 10:09:26,202.7941654,,,
10/5/22,15:09:27,10859,10/5/2022 10:09:27,206.2122005,,,
10/5/22,15:09:28,10907,10/5/2022 10:09:28,214.2427478,,,
10/5/22,15:09:29,10901,10/5/2022 10:09:29,213.2220714,,,
10/5/22,15:09:30,10857,10/5/2022 10:09:30,205.8842064,,,
10/5/22,15:09:31,10941,10/5/2022 10:09:31,220.1195599,,,
10/5/22,15:09:33,10911,10/5/2022 10:09:33,214.9259117,,,
10/5/22,15:09:34,10832,10/5/2022 10:09:34,201.8280314,,,
10/5/22,15:24:25,10986,10/5/2022 10:24:25,228.1462965,,,
10/5/22,15:24:26,10902,10/5/2022 10:24:26,213.3918459,,,
10/5/22,15:24:27,10965,10/5/2022 10:24:27,224.3646966,,,
10/5/22,15:24:28,10956,10/5/2022 10:24:28,222.7632601,,,
10/5/22,15:24:29,10958,10/5/2022 10:24:29,223.1181441,,,
10/5/22,15:24:30,10902,10/5/2022 10:24:30,213.3918459,,,
10/5/22,15:24:31,10897,10/5/2022 10:24:31,212.5443234,,,
10/5/22,15:24:32,10925,10/5/2022 10:24:32,217.334186,,,
10/5/22,15:24:34,10818,10/5/2022 10:24:34,199.5915804,,,
10/5/22,15:24:35,10716,10/5/2022 10:24:35,184.0283358,,,
10/5/22,15:39:26,11029,10/5/2022 10:39:26,236.0896166,,,
10/5/22,15:39:27,10968,10/5/2022 10:39:27,224.9010631,,,
10/5/22,15:39:28,10949,10/5/2022 10:39:28,221.525605,,,
10/5/22,15:39:29,11074,10/5/2022 10:39:29,244.6987068,,,
10/5/22,15:39:30,10934,10/5/2022 10:39:30,218.8965931,,,
10/5/22,15:39:31,10935,10/5/2022 10:39:31,219.0708858,,,
10/5/22,15:39:32,10859,10/5/2022 10:39:32,206.2122005,,,
10/5/22,15:39:33,10758,10/5/2022 10:39:33,190.2841,,,
10/5/22,15:39:35,10733,10/5/2022 10:39:35,186.5352664,,,
10/5/22,15:39:36,10557,10/5/2022 10:39:36,162.1527991,,,
10/5/22,15:54:27,11332,10/5/2022 10:54:27,300.4778447,,,
10/5/22,15:54:28,11429,10/5/2022 10:54:28,324.594879,,,
10/5/22,15:54:29,11343,10/5/2022 10:54:29,303.1201009,,,
10/5/22,15:54:30,11397,10/5/2022 10:54:30,316.4320623,,,
10/5/22,15:54:31,11363,10/5/2022 10:54:31,307.9838727,,,
10/5/22,15:54:32,11360,10/5/2022 10:54:32,307.2493621,,,
10/5/22,15:54:33,11387,10/5/2022 10:54:33,313.9235249,,,
10/5/22,15:54:34,11227,10/5/2022 10:54:34,276.3872161,,,
10/5/22,15:54:36,11258,10/5/2022 10:54:36,283.2914529,,,
10/5/22,15:54:37,11106,10/5/2022 10:54:37,251.0110592,,,
10/5/22,16:09:28,10074,10/5/2022 11:09:28,110.4001673,,,
10/5/22,16:09:29,10004,10/5/2022 11:09:29,104.4175252,,,
10/5/22,16:09:30,9921,10/5/2022 11:09:30,97.74250257,,,
10/5/22,16:09:31,9933,10/5/2022 11:09:31,98.68051281,,,
10/5/22,16:09:32,9859,10/5/2022 11:09:32,93.03629647,,,
10/5/22,16:09:33,9840,10/5/2022 11:09:33,91.63994863,,,
10/5/22,16:09:34,9827,10/5/2022 11:09:34,90.69664701,,,
10/5/22,16:09:35,9827,10/5/2022 11:09:35,90.69664701,,,
10/5/22,16:09:37,9797,10/5/2022 11:09:37,88.5566896,,,
10/5/22,16:09:38,9738,10/5/2022 11:09:38,84.49428182,,,
10/5/22,16:24:29,11294,10/5/2022 11:24:29,291.5260053,,,
10/5/22,16:24:30,11266,10/5/2022 11:24:30,285.1010175,,,
10/5/22,16:24:31,11391,10/5/2022 11:24:31,314.9245446,,,
10/5/22,16:24:32,11426,10/5/2022 11:24:32,323.8207528,,,
10/5/22,16:24:33,11433,10/5/2022 11:24:33,325.6299268,,,
10/5/22,16:24:34,11282,10/5/2022 11:24:34,288.7548971,,,
10/5/22,16:24:35,11371,10/5/2022 11:24:35,309.9511637,,,
10/5/22,16:24:36,11459,10/5/2022 11:24:36,332.4386593,,,
10/5/22,16:24:38,11382,10/5/2022 11:24:38,312.6767236,,,
10/5/22,16:24:39,11376,10/5/2022 11:24:39,311.1870968,,,
10/5/22,16:39:30,10813,10/5/2022 11:39:30,198.798868,,,
10/5/22,16:39:31,10921,10/5/2022 11:39:31,216.6433671,,,
10/5/22,16:39:32,10849,10/5/2022 11:39:32,204.5774388,,,
10/5/22,16:39:33,11077,10/5/2022 11:39:33,245.2836838,,,
10/5/22,16:39:34,10870,10/5/2022 11:39:34,208.0255304,,,
10/5/22,16:39:35,11184,10/5/2022 11:39:35,267.0880688,,,
10/5/22,16:39:36,11207,10/5/2022 11:39:36,272.0224279,,,
10/5/22,16:39:37,11278,10/5/2022 11:39:37,287.8370603,,,
10/5/22,16:39:39,11501,10/5/2022 11:39:39,343.7394073,,,
10/5/22,16:39:40,11491,10/5/2022 11:39:40,341.014389,,,
10/5/22,16:54:31,11641,10/5/2022 11:54:31,384.257184,,,
10/5/22,16:54:32,11666,10/5/2022 11:54:32,391.9796712,,,
10/5/22,16:54:33,11681,10/5/2022 11:54:33,396.6874614,,,
10/5/22,16:54:34,11761,10/5/2022 11:54:34,422.7673394,,,
10/5/22,16:54:35,11712,10/5/2022 11:54:35,406.5968349,,,
10/5/22,16:54:36,11645,10/5/2022 11:54:36,385.4824792,,,
10/5/22,16:54:37,11687,10/5/2022 11:54:37,398.5863714,,,
10/5/22,16:54:38,11832,10/5/2022 11:54:38,447.3458644,,,
10/5/22,16:54:40,11724,10/5/2022 11:54:40,410.4988426,,,
10/5/22,16:54:41,11631,10/5/2022 11:54:41,381.2109582,,,
10/5/22,17:09:32,11705,10/5/2022 12:09:32,404.3378151,,,
10/5/22,17:09:33,11755,10/5/2022 12:09:33,420.7532286,,,
10/5/22,17:09:34,11649,10/5/2022 12:09:34,386.7116816,,,
10/5/22,17:09:35,11612,10/5/2022 12:09:35,375.4895019,,,
10/5/22,17:09:36,11697,10/5/2022 12:09:36,401.7714427,,,
10/5/22,17:09:37,11745,10/5/2022 12:09:37,417.4176779,,,
10/5/22,17:09:38,11577,10/5/2022 12:09:38,365.1738173,,,
10/5/22,17:09:39,11707,10/5/2022 12:09:39,404.9819656,,,
10/5/22,17:09:41,11683,10/5/2022 12:09:41,397.3194241,,,
10/5/22,17:09:42,11721,10/5/2022 12:09:42,409.519844,,,
10/5/22,17:24:33,9680,10/5/2022 12:24:33,80.68242189,,,
10/5/22,17:24:34,9674,10/5/2022 12:24:34,80.29804183,,,
10/5/22,17:24:35,9690,10/5/2022 12:24:35,81.32714857,,,
10/5/22,17:24:36,9694,10/5/2022 12:24:36,81.58647949,,,
10/5/22,17:24:37,9689,10/5/2022 12:24:37,81.26244474,,,
10/5/22,17:24:38,9687,10/5/2022 12:24:38,81.13319147,,,
10/5/22,17:24:39,9681,10/5/2022 12:24:39,80.74666389,,,
10/5/22,17:24:40,9676,10/5/2022 12:24:40,80.42596461,,,
10/5/22,17:24:42,9684,10/5/2022 12:24:42,80.93969695,,,
10/5/22,17:24:43,9688,10/5/2022 12:24:43,81.19779239,,,
10/5/22,17:39:34,9921,10/5/2022 12:39:34,97.74250257,,,
10/5/22,17:39:35,9921,10/5/2022 12:39:35,97.74250257,,,
10/5/22,17:39:36,9922,10/5/2022 12:39:36,97.82032837,,,
10/5/22,17:39:37,9913,10/5/2022 12:39:37,97.12212115,,,
10/5/22,17:39:38,9918,10/5/2022 12:39:38,97.50939651,,,
10/5/22,17:39:39,9917,10/5/2022 12:39:39,97.43181809,,,
10/5/22,17:39:40,9922,10/5/2022 12:39:40,97.82032837,,,
10/5/22,17:39:41,9917,10/5/2022 12:39:41,97.43181809,,,
10/5/22,17:39:43,9915,10/5/2022 12:39:43,97.27684638,,,
10/5/22,17:39:44,9920,10/5/2022 12:39:44,97.6647387,,,
10/5/22,17:54:35,9916,10/5/2022 12:54:35,97.3543014,,,
10/5/22,17:54:36,9894,10/5/2022 12:54:36,95.66445065,,,
10/5/22,17:54:37,9873,10/5/2022 12:54:37,94.07878092,,,
10/5/22,17:54:38,9874,10/5/2022 12:54:38,94.15368954,,,
10/5/22,17:54:39,9896,10/5/2022 12:54:39,95.81685366,,,
10/5/22,17:54:40,9869,10/5/2022 12:54:40,93.77974195,,,
10/5/22,17:54:41,9874,10/5/2022 12:54:41,94.15368954,,,
10/5/22,17:54:42,9887,10/5/2022 12:54:42,95.13294655,,,
10/5/22,17:54:44,9871,10/5/2022 12:54:44,93.92914243,,,
10/5/22,17:54:45,9867,10/5/2022 12:54:45,93.6305791,,,
10/5/22,18:09:36,8963,10/5/2022 13:09:36,45.59731956,,,
10/5/22,18:09:37,8939,10/5/2022 13:09:37,44.73458644,,,
10/5/22,18:09:38,8947,10/5/2022 13:09:38,45.020335,,,
10/5/22,18:09:39,8965,10/5/2022 13:09:39,45.66996063,,,
10/5/22,18:09:40,8956,10/5/2022 13:09:40,45.34398446,,,
10/5/22,18:09:41,8952,10/5/2022 13:09:41,45.199854,,,
10/5/22,18:09:42,8961,10/5/2022 13:09:42,45.52479402,,,
10/5/22,18:09:43,8949,10/5/2022 13:09:43,45.09205688,,,
10/5/22,18:09:45,8956,10/5/2022 13:09:45,45.34398446,,,
10/5/22,18:09:46,8962,10/5/2022 13:09:46,45.56104236,,,
10/5/22,18:24:37,9568,10/5/2022 13:24:37,73.80143199,,,
10/5/22,18:24:38,9570,10/5/2022 13:24:38,73.91900503,,,
10/5/22,18:24:39,9565,10/5/2022 13:24:39,73.62542298,,,
10/5/22,18:24:40,9575,10/5/2022 13:24:40,74.21375775,,,
10/5/22,18:24:41,9571,10/5/2022 13:24:41,73.97786177,,,
10/5/22,18:24:42,9578,10/5/2022 13:24:42,74.39117323,,,
10/5/22,18:24:43,9576,10/5/2022 13:24:43,74.27284918,,,
10/5/22,18:24:44,9572,10/5/2022 13:24:44,74.03676538,,,
10/5/22,18:24:46,9578,10/5/2022 13:24:46,74.39117323,,,
10/5/22,18:24:47,9584,10/5/2022 13:24:47,74.74727761,,,
10/5/22,18:39:38,9959,10/5/2022 13:39:38,100.743865,,,
10/5/22,18:39:39,9956,10/5/2022 13:39:39,100.5036009,,,
10/5/22,18:39:40,9948,10/5/2022 13:39:40,99.86569456,,,
10/5/22,18:39:41,9945,10/5/2022 13:39:41,99.62752489,,,
10/5/22,18:39:42,9941,10/5/2022 13:39:42,99.31084868,,,
10/5/22,18:39:43,9952,10/5/2022 13:39:43,100.18414,,,
10/5/22,18:39:44,9952,10/5/2022 13:39:44,100.18414,,,
10/5/22,18:39:45,9940,10/5/2022 13:39:45,99.23183703,,,
10/5/22,18:39:47,9932,10/5/2022 13:39:47,98.60200266,,,
10/5/22,18:39:48,9938,10/5/2022 13:39:48,99.07400227,,,
10/5/22,18:54:39,9878,10/5/2022 13:54:39,94.45392093,,,
10/5/22,18:54:40,9875,10/5/2022 13:54:40,94.2286578,,,
10/5/22,18:54:41,9881,10/5/2022 13:54:41,94.67972257,,,
10/5/22,18:54:42,9891,10/5/2022 13:54:42,95.43630053,,,
10/5/22,18:54:43,9885,10/5/2022 13:54:43,94.98163134,,,
10/5/22,18:54:44,9880,10/5/2022 13:54:44,94.60439544,,,
10/5/22,18:54:45,9878,10/5/2022 13:54:45,94.45392093,,,
10/5/22,18:54:46,9877,10/5/2022 13:54:46,94.37877345,,,
10/5/22,18:54:48,9877,10/5/2022 13:54:48,94.37877345,,,
10/5/22,18:54:49,9878,10/5/2022 13:54:49,94.45392093,,,
10/5/22,19:09:40,10534,10/5/2022 14:09:40,159.2114234,,,
10/5/22,19:09:41,10503,10/5/2022 14:09:41,155.3312027,,,
10/5/22,19:09:42,10488,10/5/2022 14:09:42,153.4877698,,,
10/5/22,19:09:43,10497,10/5/2022 14:09:43,154.5911875,,,
10/5/22,19:09:44,10522,10/5/2022 14:09:44,157.698035,,,
10/5/22,19:09:45,10521,10/5/2022 14:09:45,157.5725706,,,
10/5/22,19:09:46,10463,10/5/2022 14:09:46,150.4638698,,,
10/5/22,19:09:47,10493,10/5/2022 14:09:47,154.0998037,,,
10/5/22,19:09:49,10507,10/5/2022 14:09:49,155.8265131,,,
10/5/22,19:09:50,10502,10/5/2022 14:09:50,155.2076213,,,
10/5/22,19:24:41,11671,10/5/2022 14:24:41,393.5426937,,,
10/5/22,19:24:42,11662,10/5/2022 14:24:42,390.733724,,,
10/5/22,19:24:43,11612,10/5/2022 14:24:43,375.4895019,,,
10/5/22,19:24:44,11721,10/5/2022 14:24:44,409.519844,,,
10/5/22,19:24:45,11511,10/5/2022 14:24:45,346.4862009,,,
10/5/22,19:24:46,11682,10/5/2022 14:24:46,397.003317,,,
10/5/22,19:24:47,11822,10/5/2022 14:24:47,443.7994987,,,
10/5/22,19:24:48,11598,10/5/2022 14:24:48,371.3287128,,,
10/5/22,19:24:50,11724,10/5/2022 14:24:50,410.4988426,,,
10/5/22,19:24:51,11577,10/5/2022 14:24:51,365.1738173,,,
10/5/22,19:39:42,11478,10/5/2022 14:39:42,337.5041358,,,
10/5/22,19:39:43,11465,10/5/2022 14:39:43,334.0300156,,,
10/5/22,19:39:44,11440,10/5/2022 14:39:44,327.4492087,,,
10/5/22,19:39:45,11272,10/5/2022 14:39:45,286.4657724,,,
10/5/22,19:39:46,11571,10/5/2022 14:39:46,363.4340885,,,
10/5/22,19:39:47,11401,10/5/2022 14:39:47,317.4410811,,,
10/5/22,19:39:48,11518,10/5/2022 14:39:48,348.4220059,,,
10/5/22,19:39:49,11334,10/5/2022 14:39:49,300.9565359,,,
10/5/22,19:39:51,11552,10/5/2022 14:39:51,357.9794388,,,
10/5/22,19:39:52,11424,10/5/2022 14:39:52,323.3056946,,,
10/5/22,19:54:43,11466,10/5/2022 14:54:43,334.2959813,,,
10/5/22,19:54:44,11228,10/5/2022 14:54:44,276.6072847,,,
10/5/22,19:54:45,11213,10/5/2022 14:54:45,273.3245768,,,
10/5/22,19:54:46,11474,10/5/2022 14:54:46,336.4313446,,,
10/5/22,19:54:47,11283,10/5/2022 14:54:47,288.9848132,,,
10/5/22,19:54:48,11338,10/5/2022 14:54:48,301.9162072,,,
10/5/22,19:54:49,11338,10/5/2022 14:54:49,301.9162072,,,
10/5/22,19:54:50,11221,10/5/2022 14:54:50,275.0704765,,,
10/5/22,19:54:52,11377,10/5/2022 14:54:52,311.4348742,,,
10/5/22,19:54:53,11179,10/5/2022 14:54:53,266.0272826,,,
10/5/22,20:09:44,11156,10/5/2022 15:09:44,261.2016726,,,
10/5/22,20:09:45,11252,10/5/2022 15:09:45,281.9418207,,,
10/5/22,20:09:46,11257,10/5/2022 15:09:46,283.0660663,,,
10/5/22,20:09:47,11144,10/5/2022 15:09:47,258.7188131,,,
10/5/22,20:09:48,11185,10/5/2022 15:09:48,267.3007331,,,
10/5/22,20:09:49,11172,10/5/2022 15:09:49,264.5492561,,,
10/5/22,20:09:50,11193,10/5/2022 15:09:50,269.0081547,,,
10/5/22,20:09:51,11221,10/5/2022 15:09:51,275.0704765,,,
10/5/22,20:09:53,11075,10/5/2022 15:09:53,244.893544,,,
10/5/22,20:09:54,11066,10/5/2022 15:09:54,243.1455797,,,
10/5/22,20:24:45,11132,10/5/2022 15:24:45,256.2595546,,,
10/5/22,20:24:46,11049,10/5/2022 15:24:46,239.8778379,,,
10/5/22,20:24:47,11024,10/5/2022 15:24:47,235.151946,,,
10/5/22,20:24:48,10891,10/5/2022 15:24:48,211.5317385,,,
10/5/22,20:24:49,11233,10/5/2022 15:24:49,277.7102588,,,
10/5/22,20:24:50,10956,10/5/2022 15:24:50,222.7632601,,,
10/5/22,20:24:51,11132,10/5/2022 15:24:51,256.2595546,,,
10/5/22,20:24:52,11146,10/5/2022 15:24:52,259.130978,,,
10/5/22,20:24:54,11121,10/5/2022 15:24:54,254.0257753,,,
10/5/22,20:24:55,11002,10/5/2022 15:24:55,231.0702394,,,
10/5/22,20:39:46,10949,10/5/2022 15:39:46,221.525605,,,
10/5/22,20:39:47,10992,10/5/2022 15:39:47,229.2384139,,,
10/5/22,20:39:48,10981,10/5/2022 15:39:48,227.2401742,,,
10/5/22,20:39:49,11047,10/5/2022 15:39:49,239.4962964,,,
10/5/22,20:39:50,10832,10/5/2022 15:39:50,201.8280314,,,
10/5/22,20:39:51,10993,10/5/2022 15:39:51,229.4209411,,,
10/5/22,20:39:52,11006,10/5/2022 15:39:52,231.8070618,,,
10/5/22,20:39:53,10904,10/5/2022 15:39:53,213.7318003,,,
10/5/22,20:39:55,10962,10/5/2022 15:39:55,223.8296093,,,
10/5/22,20:39:56,10939,10/5/2022 15:39:56,219.7694453,,,
10/5/22,20:54:47,10766,10/5/2022 15:54:47,191.4995668,,,
10/5/22,20:54:48,10829,10/5/2022 15:54:48,201.3466918,,,
10/5/22,20:54:49,11012,10/5/2022 15:54:49,232.9167029,,,
10/5/22,20:54:50,10829,10/5/2022 15:54:50,201.3466918,,,
10/5/22,20:54:51,10803,10/5/2022 15:54:51,197.2228761,,,
10/5/22,20:54:52,10911,10/5/2022 15:54:52,214.9259117,,,
10/5/22,20:54:53,10814,10/5/2022 15:54:53,198.9571582,,,
10/5/22,20:54:54,10835,10/5/2022 15:54:54,202.3105217,,,
10/5/22,20:54:56,10869,10/5/2022 15:54:56,207.8600254,,,
10/5/22,20:54:57,10828,10/5/2022 15:54:57,201.1865005,,,
10/5/22,21:09:48,10807,10/5/2022 16:09:48,197.851768,,,
10/5/22,21:09:49,10734,10/5/2022 16:09:49,186.6837919,,,
10/5/22,21:09:50,10712,10/5/2022 16:09:50,183.443383,,,
10/5/22,21:09:51,10783,10/5/2022 16:09:51,194.1082745,,,
10/5/22,21:09:52,10712,10/5/2022 16:09:52,183.443383,,,
10/5/22,21:09:53,10818,10/5/2022 16:09:53,199.5915804,,,
10/5/22,21:09:54,10753,10/5/2022 16:09:54,189.5283539,,,
10/5/22,21:09:55,10714,10/5/2022 16:09:55,183.7356266,,,
10/5/22,21:09:57,10793,10/5/2022 16:09:57,195.6593779,,,
10/5/22,21:09:58,10758,10/5/2022 16:09:58,190.2841,,,
10/5/22,21:24:49,8960,10/5/2022 16:24:49,45.48857452,,,
10/5/22,21:24:50,8938,10/5/2022 16:24:50,44.69899563,,,
10/5/22,21:24:51,8917,10/5/2022 16:24:51,43.95809508,,,
10/5/22,21:24:52,8938,10/5/2022 16:24:52,44.69899563,,,
10/5/22,21:24:53,8948,10/5/2022 16:24:53,45.05618167,,,
10/5/22,21:24:54,8937,10/5/2022 16:24:54,44.66343314,,,
10/5/22,21:24:55,8932,10/5/2022 16:24:55,44.48604462,,,
10/5/22,21:24:56,8943,10/5/2022 16:24:56,44.87723329,,,
10/5/22,21:24:58,8950,10/5/2022 16:24:58,45.12796066,,,
10/5/22,21:24:59,8936,10/5/2022 16:24:59,44.62789894,,,
10/5/22,21:39:50,10295,10/5/2022 16:39:50,131.6318609,,,
10/5/22,21:39:51,10287,10/5/2022 16:39:51,130.7963803,,,
10/5/22,21:39:52,10220,10/5/2022 16:39:52,124.0041944,,,
10/5/22,21:39:53,10404,10/5/2022 16:39:53,143.5615612,,,
10/5/22,21:39:54,10287,10/5/2022 16:39:54,130.7963803,,,
10/5/22,21:39:55,10174,10/5/2022 16:39:55,119.5462413,,,
10/5/22,21:39:56,10231,10/5/2022 16:39:56,125.094627,,,
10/5/22,21:39:57,10382,10/5/2022 16:39:57,141.0696569,,,
10/5/22,21:39:59,10277,10/5/2022 16:39:59,129.7594828,,,
10/5/22,21:40:00,10353,10/5/2022 16:40:00,137.850839,,,
10/5/22,21:54:51,10018,10/5/2022 16:54:51,105.5875378,,,
10/5/22,21:54:52,10094,10/5/2022 16:54:52,112.1716144,,,
10/5/22,21:54:53,10090,10/5/2022 16:54:53,111.8150655,,,
10/5/22,21:54:54,9975,10/5/2022 16:54:54,102.0350072,,,
10/5/22,21:54:55,10094,10/5/2022 16:54:55,112.1716144,,,
10/5/22,21:54:56,10160,10/5/2022 16:54:56,118.2215526,,,
10/5/22,21:54:57,9907,10/5/2022 16:54:57,96.65942052,,,
10/5/22,21:54:58,10038,10/5/2022 16:54:58,107.281763,,,
10/5/22,21:55:00,10124,10/5/2022 16:55:00,114.8822225,,,
10/5/22,21:55:01,9986,10/5/2022 16:55:01,102.9322534,,,
10/5/22,22:09:52,9759,10/5/2022 17:09:52,85.91840768,,,
10/5/22,22:09:53,9839,10/5/2022 17:09:53,91.56703994,,,
10/5/22,22:09:54,9821,10/5/2022 17:09:54,90.26455805,,,
10/5/22,22:09:55,9841,10/5/2022 17:09:55,91.71291536,,,
10/5/22,22:09:56,9863,10/5/2022 17:09:56,93.33296479,,,
10/5/22,22:09:57,9766,10/5/2022 17:09:57,86.39843051,,,
10/5/22,22:09:58,9830,10/5/2022 17:09:58,90.91346651,,,
10/5/22,22:09:59,9861,10/5/2022 17:09:59,93.18451257,,,
10/5/22,22:10:01,9794,10/5/2022 17:10:01,88.34549078,,,
10/5/22,22:10:02,9781,10/5/2022 17:10:02,87.43610087,,,
10/5/22,22:24:53,9588,10/5/2022 17:24:53,74.98562705,,,
10/5/22,22:24:54,9580,10/5/2022 17:24:54,74.50968579,,,
10/5/22,22:24:55,9543,10/5/2022 17:24:55,72.34745196,,,
10/5/22,22:24:56,9525,10/5/2022 17:24:56,71.31835627,,,
10/5/22,22:24:57,9592,10/5/2022 17:24:57,75.22473652,,,
10/5/22,22:24:58,9556,10/5/2022 17:24:58,73.09991052,,,
10/5/22,22:24:59,9528,10/5/2022 17:24:59,71.48885001,,,
10/5/22,22:25:00,9590,10/5/2022 17:25:00,75.10508663,,,
10/5/22,22:25:02,9570,10/5/2022 17:25:02,73.91900503,,,
10/5/22,22:25:03,9602,10/5/2022 17:25:03,75.82585127,,,
10/5/22,22:39:54,9652,10/5/2022 17:39:54,78.90424922,,,
10/5/22,22:39:55,9672,10/5/2022 17:39:55,80.17032251,,,
10/5/22,22:39:56,9658,10/5/2022 17:39:56,79.28195732,,,
10/5/22,22:39:57,9625,10/5/2022 17:39:57,77.22670749,,,
10/5/22,22:39:58,9648,10/5/2022 17:39:58,78.65344404,,,
10/5/22,22:39:59,9658,10/5/2022 17:39:59,79.28195732,,,
10/5/22,22:40:00,9650,10/5/2022 17:40:00,78.77874682,,,
10/5/22,22:40:01,9641,10/5/2022 17:40:01,78.21645174,,,
10/5/22,22:40:03,9626,10/5/2022 17:40:03,77.28819793,,,
10/5/22,22:40:04,9614,10/5/2022 17:40:04,76.55353291,,,
10/5/22,22:54:55,9049,10/5/2022 17:54:55,48.82769695,,,
10/5/22,22:54:56,9054,10/5/2022 17:54:56,49.02239784,,,
10/5/22,22:54:57,9056,10/5/2022 17:54:57,49.10049541,,,
10/5/22,22:54:58,9052,10/5/2022 17:54:58,48.94442449,,,
10/5/22,22:54:59,9050,10/5/2022 17:54:59,48.86657516,,,
10/5/22,22:55:00,9044,10/5/2022 17:55:00,48.63376934,,,
10/5/22,22:55:01,9040,10/5/2022 17:55:01,48.47918196,,,
10/5/22,22:55:02,9046,10/5/2022 17:55:02,48.71124779,,,
10/5/22,22:55:04,9045,10/5/2022 17:55:04,48.67249315,,,
10/5/22,22:55:05,9040,10/5/2022 17:55:05,48.47918196,,,
10/5/22,23:09:56,7781,10/5/2022 18:09:56,17.79782357,,,
10/5/22,23:09:57,7790,10/5/2022 18:09:57,17.92577144,,,
