Date,Time,PAR (raw),Datetime (CDT),PAR (calc),,Serial #:,5953
10/5/22,3:53:49,53,10/4/2022 22:53:49,0.037939483,,,
10/5/22,4:08:40,53,10/4/2022 23:08:40,0.037939483,,,
10/5/22,4:08:41,53,10/4/2022 23:08:41,0.037939483,,,
10/5/22,4:08:42,53,10/4/2022 23:08:42,0.037939483,,,
10/5/22,4:08:43,53,10/4/2022 23:08:43,0.037939483,,,
10/5/22,4:08:44,53,10/4/2022 23:08:44,0.037939483,,,
10/5/22,4:08:45,53,10/4/2022 23:08:45,0.037939483,,,
10/5/22,4:08:46,53,10/4/2022 23:08:46,0.037939483,,,
10/5/22,4:08:47,53,10/4/2022 23:08:47,0.037939483,,,
10/5/22,4:08:49,53,10/4/2022 23:08:49,0.037939483,,,
10/5/22,4:08:50,53,10/4/2022 23:08:50,0.037939483,,,
10/5/22,4:23:41,53,10/4/2022 23:23:41,0.037939483,,,
10/5/22,4:23:42,53,10/4/2022 23:23:42,0.037939483,,,
10/5/22,4:23:43,53,10/4/2022 23:23:43,0.037939483,,,
10/5/22,4:23:44,54,10/4/2022 23:23:44,0.037969691,,,
10/5/22,4:23:45,53,10/4/2022 23:23:45,0.037939483,,,
10/5/22,4:23:46,53,10/4/2022 23:23:46,0.037939483,,,
10/5/22,4:23:47,53,10/4/2022 23:23:47,0.037939483,,,
10/5/22,4:23:48,53,10/4/2022 23:23:48,0.037939483,,,
10/5/22,4:23:50,53,10/4/2022 23:23:50,0.037939483,,,
10/5/22,4:23:51,53,10/4/2022 23:23:51,0.037939483,,,
10/5/22,4:38:42,53,10/4/2022 23:38:42,0.037939483,,,
10/5/22,4:38:43,53,10/4/2022 23:38:43,0.037939483,,,
10/5/22,4:38:44,53,10/4/2022 23:38:44,0.037939483,,,
10/5/22,4:38:45,53,10/4/2022 23:38:45,0.037939483,,,
10/5/22,4:38:46,53,10/4/2022 23:38:46,0.037939483,,,
10/5/22,4:38:47,53,10/4/2022 23:38:47,0.037939483,,,
10/5/22,4:38:48,53,10/4/2022 23:38:48,0.037939483,,,
10/5/22,4:38:49,53,10/4/2022 23:38:49,0.037939483,,,
10/5/22,4:38:51,53,10/4/2022 23:38:51,0.037939483,,,
10/5/22,4:38:52,53,10/4/2022 23:38:52,0.037939483,,,
10/5/22,4:53:43,53,10/4/2022 23:53:43,0.037939483,,,
10/5/22,4:53:44,53,10/4/2022 23:53:44,0.037939483,,,
10/5/22,4:53:45,53,10/4/2022 23:53:45,0.037939483,,,
10/5/22,4:53:46,53,10/4/2022 23:53:46,0.037939483,,,
10/5/22,4:53:47,53,10/4/2022 23:53:47,0.037939483,,,
10/5/22,4:53:48,53,10/4/2022 23:53:48,0.037939483,,,
10/5/22,4:53:49,53,10/4/2022 23:53:49,0.037939483,,,
10/5/22,4:53:50,53,10/4/2022 23:53:50,0.037939483,,,
10/5/22,4:53:52,53,10/4/2022 23:53:52,0.037939483,,,
10/5/22,4:53:53,53,10/4/2022 23:53:53,0.037939483,,,
10/5/22,5:08:44,53,10/5/2022 0:08:44,0.037939483,,,
10/5/22,5:08:45,53,10/5/2022 0:08:45,0.037939483,,,
10/5/22,5:08:46,53,10/5/2022 0:08:46,0.037939483,,,
10/5/22,5:08:47,53,10/5/2022 0:08:47,0.037939483,,,
10/5/22,5:08:48,53,10/5/2022 0:08:48,0.037939483,,,
10/5/22,5:08:49,53,10/5/2022 0:08:49,0.037939483,,,
10/5/22,5:08:50,53,10/5/2022 0:08:50,0.037939483,,,
10/5/22,5:08:51,53,10/5/2022 0:08:51,0.037939483,,,
10/5/22,5:08:53,53,10/5/2022 0:08:53,0.037939483,,,
10/5/22,5:08:54,54,10/5/2022 0:08:54,0.037969691,,,
10/5/22,5:23:45,53,10/5/2022 0:23:45,0.037939483,,,
10/5/22,5:23:46,53,10/5/2022 0:23:46,0.037939483,,,
10/5/22,5:23:47,53,10/5/2022 0:23:47,0.037939483,,,
10/5/22,5:23:48,53,10/5/2022 0:23:48,0.037939483,,,
10/5/22,5:23:49,53,10/5/2022 0:23:49,0.037939483,,,
10/5/22,5:23:50,53,10/5/2022 0:23:50,0.037939483,,,
10/5/22,5:23:51,53,10/5/2022 0:23:51,0.037939483,,,
10/5/22,5:23:52,53,10/5/2022 0:23:52,0.037939483,,,
10/5/22,5:23:54,53,10/5/2022 0:23:54,0.037939483,,,
10/5/22,5:23:55,53,10/5/2022 0:23:55,0.037939483,,,
10/5/22,5:38:46,53,10/5/2022 0:38:46,0.037939483,,,
10/5/22,5:38:47,53,10/5/2022 0:38:47,0.037939483,,,
10/5/22,5:38:48,53,10/5/2022 0:38:48,0.037939483,,,
10/5/22,5:38:49,53,10/5/2022 0:38:49,0.037939483,,,
10/5/22,5:38:50,53,10/5/2022 0:38:50,0.037939483,,,
10/5/22,5:38:51,53,10/5/2022 0:38:51,0.037939483,,,
10/5/22,5:38:52,53,10/5/2022 0:38:52,0.037939483,,,
10/5/22,5:38:53,53,10/5/2022 0:38:53,0.037939483,,,
10/5/22,5:38:55,53,10/5/2022 0:38:55,0.037939483,,,
10/5/22,5:38:56,53,10/5/2022 0:38:56,0.037939483,,,
10/5/22,5:53:47,53,10/5/2022 0:53:47,0.037939483,,,
10/5/22,5:53:48,53,10/5/2022 0:53:48,0.037939483,,,
10/5/22,5:53:49,53,10/5/2022 0:53:49,0.037939483,,,
10/5/22,5:53:50,53,10/5/2022 0:53:50,0.037939483,,,
10/5/22,5:53:51,53,10/5/2022 0:53:51,0.037939483,,,
10/5/22,5:53:52,53,10/5/2022 0:53:52,0.037939483,,,
10/5/22,5:53:53,53,10/5/2022 0:53:53,0.037939483,,,
10/5/22,5:53:54,53,10/5/2022 0:53:54,0.037939483,,,
10/5/22,5:53:56,53,10/5/2022 0:53:56,0.037939483,,,
10/5/22,5:53:57,53,10/5/2022 0:53:57,0.037939483,,,
10/5/22,6:08:48,53,10/5/2022 1:08:48,0.037939483,,,
10/5/22,6:08:49,53,10/5/2022 1:08:49,0.037939483,,,
10/5/22,6:08:50,53,10/5/2022 1:08:50,0.037939483,,,
10/5/22,6:08:51,53,10/5/2022 1:08:51,0.037939483,,,
10/5/22,6:08:52,53,10/5/2022 1:08:52,0.037939483,,,
10/5/22,6:08:53,53,10/5/2022 1:08:53,0.037939483,,,
10/5/22,6:08:54,53,10/5/2022 1:08:54,0.037939483,,,
10/5/22,6:08:55,53,10/5/2022 1:08:55,0.037939483,,,
10/5/22,6:08:57,53,10/5/2022 1:08:57,0.037939483,,,
10/5/22,6:08:58,53,10/5/2022 1:08:58,0.037939483,,,
10/5/22,6:23:49,53,10/5/2022 1:23:49,0.037939483,,,
10/5/22,6:23:50,53,10/5/2022 1:23:50,0.037939483,,,
10/5/22,6:23:51,53,10/5/2022 1:23:51,0.037939483,,,
10/5/22,6:23:52,53,10/5/2022 1:23:52,0.037939483,,,
10/5/22,6:23:53,53,10/5/2022 1:23:53,0.037939483,,,
10/5/22,6:23:54,53,10/5/2022 1:23:54,0.037939483,,,
10/5/22,6:23:55,53,10/5/2022 1:23:55,0.037939483,,,
10/5/22,6:23:56,53,10/5/2022 1:23:56,0.037939483,,,
10/5/22,6:23:58,53,10/5/2022 1:23:58,0.037939483,,,
10/5/22,6:23:59,53,10/5/2022 1:23:59,0.037939483,,,
10/5/22,6:38:50,53,10/5/2022 1:38:50,0.037939483,,,
10/5/22,6:38:51,53,10/5/2022 1:38:51,0.037939483,,,
10/5/22,6:38:52,53,10/5/2022 1:38:52,0.037939483,,,
10/5/22,6:38:53,53,10/5/2022 1:38:53,0.037939483,,,
10/5/22,6:38:54,54,10/5/2022 1:38:54,0.037969691,,,
10/5/22,6:38:55,53,10/5/2022 1:38:55,0.037939483,,,
10/5/22,6:38:56,53,10/5/2022 1:38:56,0.037939483,,,
10/5/22,6:38:57,53,10/5/2022 1:38:57,0.037939483,,,
10/5/22,6:38:59,53,10/5/2022 1:38:59,0.037939483,,,
10/5/22,6:39:00,53,10/5/2022 1:39:00,0.037939483,,,
10/5/22,6:53:51,53,10/5/2022 1:53:51,0.037939483,,,
10/5/22,6:53:52,53,10/5/2022 1:53:52,0.037939483,,,
10/5/22,6:53:53,53,10/5/2022 1:53:53,0.037939483,,,
10/5/22,6:53:54,53,10/5/2022 1:53:54,0.037939483,,,
10/5/22,6:53:55,53,10/5/2022 1:53:55,0.037939483,,,
10/5/22,6:53:56,53,10/5/2022 1:53:56,0.037939483,,,
10/5/22,6:53:57,53,10/5/2022 1:53:57,0.037939483,,,
10/5/22,6:53:58,53,10/5/2022 1:53:58,0.037939483,,,
10/5/22,6:54:00,53,10/5/2022 1:54:00,0.037939483,,,
10/5/22,6:54:01,53,10/5/2022 1:54:01,0.037939483,,,
10/5/22,7:08:52,53,10/5/2022 2:08:52,0.037939483,,,
10/5/22,7:08:53,53,10/5/2022 2:08:53,0.037939483,,,
10/5/22,7:08:54,53,10/5/2022 2:08:54,0.037939483,,,
10/5/22,7:08:55,53,10/5/2022 2:08:55,0.037939483,,,
10/5/22,7:08:56,53,10/5/2022 2:08:56,0.037939483,,,
10/5/22,7:08:57,53,10/5/2022 2:08:57,0.037939483,,,
10/5/22,7:08:58,53,10/5/2022 2:08:58,0.037939483,,,
10/5/22,7:08:59,53,10/5/2022 2:08:59,0.037939483,,,
10/5/22,7:09:01,53,10/5/2022 2:09:01,0.037939483,,,
10/5/22,7:09:02,53,10/5/2022 2:09:02,0.037939483,,,
10/5/22,7:23:53,53,10/5/2022 2:23:53,0.037939483,,,
10/5/22,7:23:54,53,10/5/2022 2:23:54,0.037939483,,,
10/5/22,7:23:55,53,10/5/2022 2:23:55,0.037939483,,,
10/5/22,7:23:56,53,10/5/2022 2:23:56,0.037939483,,,
10/5/22,7:23:57,53,10/5/2022 2:23:57,0.037939483,,,
10/5/22,7:23:58,53,10/5/2022 2:23:58,0.037939483,,,
10/5/22,7:23:59,53,10/5/2022 2:23:59,0.037939483,,,
10/5/22,7:24:00,53,10/5/2022 2:24:00,0.037939483,,,
10/5/22,7:24:02,53,10/5/2022 2:24:02,0.037939483,,,
10/5/22,7:24:03,53,10/5/2022 2:24:03,0.037939483,,,
10/5/22,7:38:54,53,10/5/2022 2:38:54,0.037939483,,,
10/5/22,7:38:55,53,10/5/2022 2:38:55,0.037939483,,,
10/5/22,7:38:56,53,10/5/2022 2:38:56,0.037939483,,,
10/5/22,7:38:57,53,10/5/2022 2:38:57,0.037939483,,,
10/5/22,7:38:58,53,10/5/2022 2:38:58,0.037939483,,,
10/5/22,7:38:59,53,10/5/2022 2:38:59,0.037939483,,,
10/5/22,7:39:00,53,10/5/2022 2:39:00,0.037939483,,,
10/5/22,7:39:01,53,10/5/2022 2:39:01,0.037939483,,,
10/5/22,7:39:03,54,10/5/2022 2:39:03,0.037969691,,,
10/5/22,7:39:04,54,10/5/2022 2:39:04,0.037969691,,,
10/5/22,7:53:55,53,10/5/2022 2:53:55,0.037939483,,,
10/5/22,7:53:56,53,10/5/2022 2:53:56,0.037939483,,,
10/5/22,7:53:57,53,10/5/2022 2:53:57,0.037939483,,,
10/5/22,7:53:58,53,10/5/2022 2:53:58,0.037939483,,,
10/5/22,7:53:59,53,10/5/2022 2:53:59,0.037939483,,,
10/5/22,7:54:00,53,10/5/2022 2:54:00,0.037939483,,,
10/5/22,7:54:01,53,10/5/2022 2:54:01,0.037939483,,,
10/5/22,7:54:02,53,10/5/2022 2:54:02,0.037939483,,,
10/5/22,7:54:03,53,10/5/2022 2:54:03,0.037939483,,,
10/5/22,7:54:05,53,10/5/2022 2:54:05,0.037939483,,,
10/5/22,8:08:56,53,10/5/2022 3:08:56,0.037939483,,,
10/5/22,8:08:57,53,10/5/2022 3:08:57,0.037939483,,,
10/5/22,8:08:58,53,10/5/2022 3:08:58,0.037939483,,,
10/5/22,8:08:59,53,10/5/2022 3:08:59,0.037939483,,,
10/5/22,8:09:00,53,10/5/2022 3:09:00,0.037939483,,,
10/5/22,8:09:01,53,10/5/2022 3:09:01,0.037939483,,,
10/5/22,8:09:02,53,10/5/2022 3:09:02,0.037939483,,,
10/5/22,8:09:03,53,10/5/2022 3:09:03,0.037939483,,,
10/5/22,8:09:04,53,10/5/2022 3:09:04,0.037939483,,,
10/5/22,8:09:06,53,10/5/2022 3:09:06,0.037939483,,,
10/5/22,8:23:57,53,10/5/2022 3:23:57,0.037939483,,,
10/5/22,8:23:58,53,10/5/2022 3:23:58,0.037939483,,,
10/5/22,8:23:59,53,10/5/2022 3:23:59,0.037939483,,,
10/5/22,8:24:00,53,10/5/2022 3:24:00,0.037939483,,,
10/5/22,8:24:01,53,10/5/2022 3:24:01,0.037939483,,,
10/5/22,8:24:02,53,10/5/2022 3:24:02,0.037939483,,,
10/5/22,8:24:03,53,10/5/2022 3:24:03,0.037939483,,,
10/5/22,8:24:04,53,10/5/2022 3:24:04,0.037939483,,,
10/5/22,8:24:06,53,10/5/2022 3:24:06,0.037939483,,,
10/5/22,8:24:07,53,10/5/2022 3:24:07,0.037939483,,,
10/5/22,8:38:58,53,10/5/2022 3:38:58,0.037939483,,,
10/5/22,8:38:59,53,10/5/2022 3:38:59,0.037939483,,,
10/5/22,8:39:00,53,10/5/2022 3:39:00,0.037939483,,,
10/5/22,8:39:01,53,10/5/2022 3:39:01,0.037939483,,,
10/5/22,8:39:02,53,10/5/2022 3:39:02,0.037939483,,,
10/5/22,8:39:03,53,10/5/2022 3:39:03,0.037939483,,,
10/5/22,8:39:04,53,10/5/2022 3:39:04,0.037939483,,,
10/5/22,8:39:05,53,10/5/2022 3:39:05,0.037939483,,,
10/5/22,8:39:06,53,10/5/2022 3:39:06,0.037939483,,,
10/5/22,8:39:08,53,10/5/2022 3:39:08,0.037939483,,,
10/5/22,8:53:59,53,10/5/2022 3:53:59,0.037939483,,,
10/5/22,8:54:00,53,10/5/2022 3:54:00,0.037939483,,,
10/5/22,8:54:01,53,10/5/2022 3:54:01,0.037939483,,,
10/5/22,8:54:02,53,10/5/2022 3:54:02,0.037939483,,,
10/5/22,8:54:03,53,10/5/2022 3:54:03,0.037939483,,,
10/5/22,8:54:04,53,10/5/2022 3:54:04,0.037939483,,,
10/5/22,8:54:05,53,10/5/2022 3:54:05,0.037939483,,,
10/5/22,8:54:06,53,10/5/2022 3:54:06,0.037939483,,,
10/5/22,8:54:07,53,10/5/2022 3:54:07,0.037939483,,,
10/5/22,8:54:09,53,10/5/2022 3:54:09,0.037939483,,,
10/5/22,9:09:00,53,10/5/2022 4:09:00,0.037939483,,,
10/5/22,9:09:01,53,10/5/2022 4:09:01,0.037939483,,,
10/5/22,9:09:02,53,10/5/2022 4:09:02,0.037939483,,,
10/5/22,9:09:03,53,10/5/2022 4:09:03,0.037939483,,,
10/5/22,9:09:04,53,10/5/2022 4:09:04,0.037939483,,,
10/5/22,9:09:05,53,10/5/2022 4:09:05,0.037939483,,,
10/5/22,9:09:06,53,10/5/2022 4:09:06,0.037939483,,,
10/5/22,9:09:07,53,10/5/2022 4:09:07,0.037939483,,,
10/5/22,9:09:09,53,10/5/2022 4:09:09,0.037939483,,,
10/5/22,9:09:10,53,10/5/2022 4:09:10,0.037939483,,,
10/5/22,9:24:01,53,10/5/2022 4:24:01,0.037939483,,,
10/5/22,9:24:02,53,10/5/2022 4:24:02,0.037939483,,,
10/5/22,9:24:03,53,10/5/2022 4:24:03,0.037939483,,,
10/5/22,9:24:04,53,10/5/2022 4:24:04,0.037939483,,,
10/5/22,9:24:05,53,10/5/2022 4:24:05,0.037939483,,,
10/5/22,9:24:06,53,10/5/2022 4:24:06,0.037939483,,,
10/5/22,9:24:07,53,10/5/2022 4:24:07,0.037939483,,,
10/5/22,9:24:08,53,10/5/2022 4:24:08,0.037939483,,,
10/5/22,9:24:09,53,10/5/2022 4:24:09,0.037939483,,,
10/5/22,9:24:11,53,10/5/2022 4:24:11,0.037939483,,,
10/5/22,9:39:02,53,10/5/2022 4:39:02,0.037939483,,,
10/5/22,9:39:03,53,10/5/2022 4:39:03,0.037939483,,,
10/5/22,9:39:04,53,10/5/2022 4:39:04,0.037939483,,,
10/5/22,9:39:05,53,10/5/2022 4:39:05,0.037939483,,,
10/5/22,9:39:06,53,10/5/2022 4:39:06,0.037939483,,,
10/5/22,9:39:07,53,10/5/2022 4:39:07,0.037939483,,,
10/5/22,9:39:08,53,10/5/2022 4:39:08,0.037939483,,,
10/5/22,9:39:09,53,10/5/2022 4:39:09,0.037939483,,,
10/5/22,9:39:10,53,10/5/2022 4:39:10,0.037939483,,,
10/5/22,9:39:12,53,10/5/2022 4:39:12,0.037939483,,,
10/5/22,9:54:03,53,10/5/2022 4:54:03,0.037939483,,,
10/5/22,9:54:04,53,10/5/2022 4:54:04,0.037939483,,,
10/5/22,9:54:05,54,10/5/2022 4:54:05,0.037969691,,,
10/5/22,9:54:06,54,10/5/2022 4:54:06,0.037969691,,,
10/5/22,9:54:07,53,10/5/2022 4:54:07,0.037939483,,,
10/5/22,9:54:08,53,10/5/2022 4:54:08,0.037939483,,,
10/5/22,9:54:09,53,10/5/2022 4:54:09,0.037939483,,,
10/5/22,9:54:10,53,10/5/2022 4:54:10,0.037939483,,,
10/5/22,9:54:12,53,10/5/2022 4:54:12,0.037939483,,,
10/5/22,9:54:13,53,10/5/2022 4:54:13,0.037939483,,,
10/5/22,10:09:04,53,10/5/2022 5:09:04,0.037939483,,,
10/5/22,10:09:05,53,10/5/2022 5:09:05,0.037939483,,,
10/5/22,10:09:06,53,10/5/2022 5:09:06,0.037939483,,,
10/5/22,10:09:07,53,10/5/2022 5:09:07,0.037939483,,,
10/5/22,10:09:08,53,10/5/2022 5:09:08,0.037939483,,,
10/5/22,10:09:09,53,10/5/2022 5:09:09,0.037939483,,,
10/5/22,10:09:10,53,10/5/2022 5:09:10,0.037939483,,,
10/5/22,10:09:11,53,10/5/2022 5:09:11,0.037939483,,,
10/5/22,10:09:12,53,10/5/2022 5:09:12,0.037939483,,,
10/5/22,10:09:14,54,10/5/2022 5:09:14,0.037969691,,,
10/5/22,10:24:05,53,10/5/2022 5:24:05,0.037939483,,,
10/5/22,10:24:06,53,10/5/2022 5:24:06,0.037939483,,,
10/5/22,10:24:07,53,10/5/2022 5:24:07,0.037939483,,,
10/5/22,10:24:08,53,10/5/2022 5:24:08,0.037939483,,,
10/5/22,10:24:09,53,10/5/2022 5:24:09,0.037939483,,,
10/5/22,10:24:10,53,10/5/2022 5:24:10,0.037939483,,,
10/5/22,10:24:11,53,10/5/2022 5:24:11,0.037939483,,,
10/5/22,10:24:12,53,10/5/2022 5:24:12,0.037939483,,,
10/5/22,10:24:13,53,10/5/2022 5:24:13,0.037939483,,,
10/5/22,10:24:15,53,10/5/2022 5:24:15,0.037939483,,,
10/5/22,10:39:06,53,10/5/2022 5:39:06,0.037939483,,,
10/5/22,10:39:07,53,10/5/2022 5:39:07,0.037939483,,,
10/5/22,10:39:08,53,10/5/2022 5:39:08,0.037939483,,,
10/5/22,10:39:09,53,10/5/2022 5:39:09,0.037939483,,,
10/5/22,10:39:10,53,10/5/2022 5:39:10,0.037939483,,,
10/5/22,10:39:11,53,10/5/2022 5:39:11,0.037939483,,,
10/5/22,10:39:12,53,10/5/2022 5:39:12,0.037939483,,,
10/5/22,10:39:13,53,10/5/2022 5:39:13,0.037939483,,,
10/5/22,10:39:14,53,10/5/2022 5:39:14,0.037939483,,,
10/5/22,10:39:16,53,10/5/2022 5:39:16,0.037939483,,,
10/5/22,10:54:07,53,10/5/2022 5:54:07,0.037939483,,,
10/5/22,10:54:08,53,10/5/2022 5:54:08,0.037939483,,,
10/5/22,10:54:09,53,10/5/2022 5:54:09,0.037939483,,,
10/5/22,10:54:10,54,10/5/2022 5:54:10,0.037969691,,,
10/5/22,10:54:11,53,10/5/2022 5:54:11,0.037939483,,,
10/5/22,10:54:12,53,10/5/2022 5:54:12,0.037939483,,,
10/5/22,10:54:13,53,10/5/2022 5:54:13,0.037939483,,,
10/5/22,10:54:14,53,10/5/2022 5:54:14,0.037939483,,,
10/5/22,10:54:16,54,10/5/2022 5:54:16,0.037969691,,,
10/5/22,10:54:17,54,10/5/2022 5:54:17,0.037969691,,,
10/5/22,11:09:08,53,10/5/2022 6:09:08,0.037939483,,,
10/5/22,11:09:09,53,10/5/2022 6:09:09,0.037939483,,,
10/5/22,11:09:10,53,10/5/2022 6:09:10,0.037939483,,,
10/5/22,11:09:11,53,10/5/2022 6:09:11,0.037939483,,,
10/5/22,11:09:12,53,10/5/2022 6:09:12,0.037939483,,,
10/5/22,11:09:13,53,10/5/2022 6:09:13,0.037939483,,,
10/5/22,11:09:14,54,10/5/2022 6:09:14,0.037969691,,,
10/5/22,11:09:15,55,10/5/2022 6:09:15,0.037999924,,,
10/5/22,11:09:16,54,10/5/2022 6:09:16,0.037969691,,,
10/5/22,11:09:18,54,10/5/2022 6:09:18,0.037969691,,,
10/5/22,11:24:09,53,10/5/2022 6:24:09,0.037939483,,,
10/5/22,11:24:10,53,10/5/2022 6:24:10,0.037939483,,,
10/5/22,11:24:11,53,10/5/2022 6:24:11,0.037939483,,,
10/5/22,11:24:12,53,10/5/2022 6:24:12,0.037939483,,,
10/5/22,11:24:13,53,10/5/2022 6:24:13,0.037939483,,,
10/5/22,11:24:14,53,10/5/2022 6:24:14,0.037939483,,,
10/5/22,11:24:15,53,10/5/2022 6:24:15,0.037939483,,,
10/5/22,11:24:16,53,10/5/2022 6:24:16,0.037939483,,,
10/5/22,11:24:17,54,10/5/2022 6:24:17,0.037969691,,,
10/5/22,11:24:19,54,10/5/2022 6:24:19,0.037969691,,,
10/5/22,11:39:10,53,10/5/2022 6:39:10,0.037939483,,,
10/5/22,11:39:11,53,10/5/2022 6:39:11,0.037939483,,,
10/5/22,11:39:12,53,10/5/2022 6:39:12,0.037939483,,,
10/5/22,11:39:13,59,10/5/2022 6:39:13,0.038121096,,,
10/5/22,11:39:14,55,10/5/2022 6:39:14,0.037999924,,,
10/5/22,11:39:15,56,10/5/2022 6:39:15,0.038030181,,,
10/5/22,11:39:16,56,10/5/2022 6:39:16,0.038030181,,,
10/5/22,11:39:17,56,10/5/2022 6:39:17,0.038030181,,,
10/5/22,11:39:19,56,10/5/2022 6:39:19,0.038030181,,,
10/5/22,11:39:20,56,10/5/2022 6:39:20,0.038030181,,,
10/5/22,11:54:11,2643,10/5/2022 6:54:11,0.298095786,,,
10/5/22,11:54:12,2641,10/5/2022 6:54:12,0.297621645,,,
10/5/22,11:54:13,2650,10/5/2022 6:54:13,0.299761235,,,
10/5/22,11:54:14,2653,10/5/2022 6:54:14,0.300477845,,,
10/5/22,11:54:15,2650,10/5/2022 6:54:15,0.299761235,,,
10/5/22,11:54:16,2667,10/5/2022 6:54:16,0.30384474,,,
10/5/22,11:54:17,2667,10/5/2022 6:54:17,0.30384474,,,
10/5/22,11:54:18,2663,10/5/2022 6:54:18,0.302878939,,,
10/5/22,11:54:20,2672,10/5/2022 6:54:20,0.305056324,,,
10/5/22,11:54:21,2687,10/5/2022 6:54:21,0.308720139,,,
10/5/22,12:09:12,5601,10/5/2022 7:09:12,3.139235249,,,
10/5/22,12:09:13,5612,10/5/2022 7:09:13,3.166840159,,,
10/5/22,12:09:14,5614,10/5/2022 7:09:14,3.171885251,,,
10/5/22,12:09:15,5605,10/5/2022 7:09:15,3.149245446,,,
10/5/22,12:09:16,5611,10/5/2022 7:09:16,3.164320623,,,
10/5/22,12:09:17,5623,10/5/2022 7:09:17,3.194687813,,,
10/5/22,12:09:18,5618,10/5/2022 7:09:18,3.18199956,,,
10/5/22,12:09:19,5616,10/5/2022 7:09:19,3.176938381,,,
10/5/22,12:09:21,5622,10/5/2022 7:09:21,3.192146121,,,
10/5/22,12:09:22,5625,10/5/2022 7:09:22,3.199777269,,,
10/5/22,12:24:13,6827,10/5/2022 7:24:13,8.329240534,,,
10/5/22,12:24:14,6832,10/5/2022 7:24:14,8.362453457,,,
10/5/22,12:24:15,6829,10/5/2022 7:24:15,8.342509845,,,
10/5/22,12:24:16,6826,10/5/2022 7:24:16,8.322613795,,,
10/5/22,12:24:17,6828,10/5/2022 7:24:17,8.335872549,,,
10/5/22,12:24:18,6825,10/5/2022 7:24:18,8.315992329,,,
10/5/22,12:24:19,6826,10/5/2022 7:24:19,8.322613795,,,
10/5/22,12:24:20,6826,10/5/2022 7:24:20,8.322613795,,,
10/5/22,12:24:22,6820,10/5/2022 7:24:22,8.282963934,,,
10/5/22,12:24:23,6822,10/5/2022 7:24:23,8.296159521,,,
10/5/22,12:39:14,7659,10/5/2022 7:39:14,16.15087813,,,
10/5/22,12:39:15,7645,10/5/2022 7:39:15,15.97191069,,,
10/5/22,12:39:16,7615,10/5/2022 7:39:16,15.59505873,,,
10/5/22,12:39:17,7620,10/5/2022 7:39:17,15.65724417,,,
10/5/22,12:39:18,7663,10/5/2022 7:39:18,16.20237904,,,
10/5/22,12:39:19,7684,10/5/2022 7:39:19,16.4754653,,,
10/5/22,12:39:20,7692,10/5/2022 7:39:20,16.58070469,,,
10/5/22,12:39:21,7687,10/5/2022 7:39:21,16.51485156,,,
10/5/22,12:39:23,7653,10/5/2022 7:39:23,16.07393355,,,
10/5/22,12:39:24,7606,10/5/2022 7:39:24,15.48374667,,,
10/5/22,12:54:15,8561,10/5/2022 7:54:15,33.11183219,,,
10/5/22,12:54:16,8571,10/5/2022 7:54:16,33.37642615,,,
10/5/22,12:54:17,8578,10/5/2022 7:54:17,33.56289896,,,
10/5/22,12:54:18,8560,10/5/2022 7:54:18,33.08548844,,,
10/5/22,12:54:19,8559,10/5/2022 7:54:19,33.05916565,,,
10/5/22,12:54:20,8591,10/5/2022 7:54:20,33.91197401,,,
10/5/22,12:54:21,8569,10/5/2022 7:54:21,33.32333875,,,
10/5/22,12:54:22,8546,10/5/2022 7:54:22,32.71886903,,,
10/5/22,12:54:24,8553,10/5/2022 7:54:24,32.90166809,,,
10/5/22,12:54:25,8568,10/5/2022 7:54:25,33.29682672,,,
10/5/22,13:09:16,8283,10/5/2022 8:09:16,26.53928342,,,
10/5/22,13:09:17,8290,10/5/2022 8:09:17,26.68755737,,,
10/5/22,13:09:18,8306,10/5/2022 8:09:18,27.02958744,,,
10/5/22,13:09:19,8304,10/5/2022 8:09:19,26.98659511,,,
10/5/22,13:09:20,8288,10/5/2022 8:09:20,26.64510906,,,
10/5/22,13:09:21,8311,10/5/2022 8:09:21,27.13736817,,,
10/5/22,13:09:22,8327,10/5/2022 8:09:22,27.48516306,,,
10/5/22,13:09:23,8321,10/5/2022 8:09:23,27.35422068,,,
10/5/22,13:09:25,8335,10/5/2022 8:09:25,27.66072847,,,
10/5/22,13:09:26,8347,10/5/2022 8:09:26,27.92618153,,,
10/5/22,13:24:17,9362,10/5/2022 8:24:17,62.64096341,,,
10/5/22,13:24:18,9357,10/5/2022 8:24:18,62.39217404,,,
10/5/22,13:24:19,9322,10/5/2022 8:24:19,60.67809684,,,
10/5/22,13:24:20,9308,10/5/2022 8:24:20,60.00572448,,,
10/5/22,13:24:21,9348,10/5/2022 8:24:21,61.94684057,,,
10/5/22,13:24:22,9307,10/5/2022 8:24:22,59.95798396,,,
10/5/22,13:24:23,9349,10/5/2022 8:24:23,61.99616468,,,
10/5/22,13:24:24,9326,10/5/2022 8:24:24,60.87158336,,,
10/5/22,13:24:26,9378,10/5/2022 8:24:26,63.44377548,,,
10/5/22,13:24:27,9337,10/5/2022 8:24:27,61.40685849,,,
10/5/22,13:39:18,9702,10/5/2022 8:39:18,82.10762478,,,
10/5/22,13:39:19,9714,10/5/2022 8:39:19,82.89559102,,,
10/5/22,13:39:20,9757,10/5/2022 8:39:20,85.7817488,,,
10/5/22,13:39:21,9736,10/5/2022 8:39:21,84.3598881,,,
